title,context,label,class,title_len,context_len
赚钱能力最厉害的星座(图),"　　有些人忙东忙西，口袋里还是没有几毛钱，而有些人表面一副老老实实样，甚至有些傻愣愣，但私底下却是年薪百万的抢钱达人！想知道你的星座命是不是会赚钱的哪一种吗？赶紧跟摘星工厂—星吧看看你是不是最会抢钱的星座基本成员！
　　魔羯座
　　魔羯座平日看起来木讷老实，工作岗位上尽忠职守，一旦立定目标，便会有攻顶的决心，拼命三郎达成它。带有工作狂特质的他们，事业心重却相当稳扎稳打，因此特别有当老板的格局。魔羯座绝对是步步为营，边学习边铺成自己的事业，等待时机成熟便异军突起，建立起自己屹立不摇的大江山。别被不动声色的他们唬住，他们不只会赚钱，而且要永永远远给他赚一辈子。
　　白羊座
　　带着胆识与勇气来到世界的白羊座，骨子里永远有开创突破的使命在，最容易不满现状。加上他们热血沸腾，做事效率一级棒，执行力强又果敢坚忍，往往要花五个月的草创时期，在白羊座手上只要短短几天就能开工大吉，因此总能抓住最佳时机点抢到钱，说他们有市场鼻也不为过，难怪非荣登抢钱星座排行榜不可。
　　双子座
　　机敏聪慧的双子座，天生在拓展人脉外交上相当有一手，尤其穿梭达官贵人间，吸收最新情报掌握时尚脉动，简直是他们的强项。高灵活度的他们有办法山不转路转，变通反应快，走在时代尖端的他们，赚钱方式五花八门。即使是上班族，双子座也绝对要兼个职，赚赚外快认识许多朋友，以备不时之需。反正四通八达的双子座不容许自己光领死薪水，也难怪双子座会在排行榜卡位了。

",12,星座,13,611
民政部：将推动福彩公益金使用更加透明,"　　国际在线消息(记者 葛怀宇)：中国民政部社会福利和慈善事业促进司司长王振耀先生27日在北京表示，将推动福利彩票发行和公益金的使用更加透明，使福利彩票公益金更好地服务于社会。
　　王振耀在民政部举行的新闻发布会上表示，将进一步加强对福利彩票发行的管理，明确按项目使用公益金，并将使用情况完全向社会舆论公开，让广大福利彩民在内的全社会了解公益金的使用。同时，民政部还将进一步健全福利彩票发行和公益金使用的管理机制。

",10,时政,18,209
组图：时尚白领严谨套装一周搭配,"　　Anne Klein New York 2010年春季系列以前瞻手法带出时尚剪裁，为优雅经典描画全新魅力。系列特别为同样充满时尚触觉的母女构思缤纷多彩的春季衣橱，以清新、型格的造型，带出Anne Klein New York的时尚美感。
　　春季色系以紫晶、黄晶等宝石色丝绸上衣，配衬萤光绿色束腰长罩裙和鲜粉红色皮夹克。面料选用软皮、丝绸雪纺、弹性棉布、天然丝绸和花呢。户外服是今季主打，重点款式包括金属色干湿褛及铁骑士皮夹克，配上丝绸连身裙和丝绸军裤，简约时尚。

",9,时尚,15,236
揭秘陈宝珠养母宫粉红 “第一代星妈”管住一切,"　　陈宝珠妈妈宫粉红可谓第一代“星妈”，1958年宫粉红安排12岁的陈宝珠加入电影公司，并担任女儿的经纪人，从此女儿的片酬全部交给宫粉红打理。
　　1.外表严肃不会安慰
　　陈宝珠家中环境不佳，宫粉红成为家中的经济支柱，陈宝珠说：“她为人家做水袖及马鞭养活我们。”陈宝珠虽然很感恩宫粉红对她的照顾，但是小时候却很怕妈妈，“小时候妈妈好严肃，她性格外冷内热。那时候我觉得她好凶，不敢亲近她。”当年陈宝珠刚拍戏时经常捱夜，曾控诉宫粉红经常探妹妹陈宝仪的班，但从来没有安慰自己半句。
　　2.每天给女儿5毛钱
　　陈宝珠记得宫粉红小时候每天给她5毛钱，“两毛用来过海、两毛用来搭电车，一毛子买面包。如果那天我想吃冰棍，我就不能吃面包。在家里常常一只咸蛋配一餐饭。我好想喝汽水，吃一碗云吞面也很难实现。爸爸爱吃的牛肉米粉也要一元五角一碗，我没有钱买来吃，每次就站在爸爸身后看他吃，他吃不完我就赶快坐下来吃过清光。”
　　3.替女儿买楼投资
　　到了陈宝珠大红大紫，赚到不少钱，但她自认没有理财常识，所以把钱全部奉献给宫粉红。宫粉红理财采取稳打稳扎的方式，不会买股票或做任何投机的生意，只是一有现金就拿来买房子，为宝珠买了四五层楼，让陈宝珠20多年没有工作也生活无忧。
　　4.适时交出财政大权
　　宫粉红年纪大，宝珠的姐姐提议她应该写备遗嘱，被宫粉红狠狠地骂了一顿。但到了适当时间，她才慢慢把钱交回给宝珠掌控财政。陈宝珠说：“因为有些年轻人拿了钱就不理父母了，也许妈咪也看清楚我不是这类人，她可以信赖我，于是就把钱交给我管。”跟在宫粉红身边数十年，宝珠学会妈妈的勤俭，她说：“她并非对自己阔气对别人小气的人，她是连自己都省。我学不到妈妈的理智，我比较感性。”
　　第一代星爸星妈招数各不同
　　上世纪五六十年代，童星涌现，与陈宝珠同时期的童星有萧芳芳、冯宝宝等。
　　萧芳芳：母亲请家教提高修养
　　萧芳芳1947年出生于上海，萧芳芳不到3岁，便随父母来到香港。不久，其父因经商失败，抑郁而终。萧芳芳母亲独立养育儿女，萧芳芳6岁时，经母亲老朋友介绍参演电影。成为童星后，无法接受正规教育，萧妈妈聘请了洋老师替女儿补习英语，还让她跟随学习京剧和芭蕾舞。萧芳芳少时还得到母亲的师友傅雷亲笔致信指点，学习书法，信件后来还收录于《傅雷谈美术》中。
　　冯宝宝：父亲开公司自己赚钱
　　1954年出生的冯宝宝5岁开始从影，仅1961年就拍了30部片，为制片公司赚了大钱，养父冯峰想与其为人赚钱，不如自己赚钱。于是冯峰在1962年组建了制片公司拍片，同时，接拍其他公司的影片。这一年冯宝宝又拍了30部片。冯宝宝16岁时离家出走，她认为父亲只把她当作摇钱树，而自己没有童年。因此，她一直希望有机会读书，还曾偷偷到过香港社会福利署询问读书的可能性，惹来福利署派员到她家里查问。

",14,娱乐,22,1178
细数娱乐圈的那些假胸女明星(组图) (2),"　　托瑞·斯培林 (Tori Spelling) 
　　托瑞·斯培林 (Tori Spelling) 早年间自然的胸部配合她的脸，并不难看。托瑞·斯培林 (Tori Spelling) 隆胸后的两颗大胸显得很怪异。
　　薇薇卡·福克斯 (Vivica A. Fox) 
　　薇薇卡·福克斯 (Vivica A. Fox) 以前没有修饰过的胸部其实很。后来薇薇卡·福克斯 (Vivica A. Fox) 手术后的胸部局部凹陷，不知道薇薇卡·福克斯 (Vivica A. Fox) 是否和珍妮·杰克逊 (Janet Jackson) 做了同样的手术，或去了同一家医院？

",9,时尚,21,284
韩君婷否认卖97年亚姐权杖 呼吁网友勿上当(图),"　　新浪娱乐讯 北京时间6月25日消息，据香港媒体报道，有香港网民在拍卖网惊见售卖被标签为“非常罕有、极具纪念价值”的1997年亚洲小姐胸针及权杖，不过当年冠军得主韩君婷日前在香港受访时否认放售，还声称价值数十万元的胸针仍安放保险箱，呼吁大家别上当！
　　有读者“y”向香港媒体曝料，说Yahoo拍卖网上出现“1997年亚洲小姐上网拍卖胸针及权杖”，被标签为“非常罕有、极具纪念价值”的货品组合，连同刻上“ATV”字样的精美盒子开价888港元放售。1997年亚姐冠军原本是朱燕珍，因她虚报资料而被取消资格，由韩君婷补上。
　　对于代表冠军身份的胸针及权杖在拍卖网出现，韩君婷大感莫名奇妙：“当年后冠救过我一命，出席活动帮我挡了跌下来的东西而烂了，所以后来将后冠和权杖一齐交回了公司，只留了胸针，上面那块玉当年都值几十万，我送给了妈咪，现在还留在保险箱里，据我所知朱燕珍也交还了所有东西，所以真的好奇怪，大家要小心，以防假冒！”
　　至于亚视综艺及信息副总裁叶家宝也表示没可能，坦言权杖是道具，一年传一年，至今仍然由亚视保管，网上流传的可能是盗版货。而记者拿旧照作比较，发现网上拍卖品的确与实物有出入，与当中权杖有八成相似，至于胸针则相差甚远。
　　另外，韩君婷前晚出席首映礼，身材依然激瘦，她说：“其实我胖了三四斤，胃口不知多好，总之开心就好，体重多少我觉得不需要公开。”期间她自爆Facebook相簿被盗，但希望其开心照片能为香港人打气，她还表示目前主力在东南亚做模特儿工作。(鱼鱼/文)

",14,娱乐,24,647
华商盛世成长募集3.85亿份,"　　⊙本报记者 王文清 
　　华商基金发布公告称，公司旗下的华商盛世成长基金合同于9月23日生效成立。该基金自8月18日至9月19日完成募集工作，共募得基金份额3.85亿。
　　华商盛世成长基金的两位基金经理庄涛和梁永强表示，虽然最近股市有回暖的迹象，投资者信心也得到了很大的提升，但短期来看，市场可能会维持震荡整理的格局。因此，新基金的建仓仍会谨慎为先，切实维护基金份额持有人的利益。

",1,财经,14,195
美联航班机迫降冰岛200名乘客无人受伤,"　　中新网7月21日电据美国媒体报道，联合航空公司的一架从伦敦飞往奥黑尔的班机在20日早晨迫降冰冻。
　　此前，这架联合航空班机的机组人员报告称驾驶室里出现烟雾。
　　机上200名乘客无人受伤。

",10,时政,19,99
通州华业东方玫瑰8月推近60套特价房起价14500,"    新浪房产讯(编辑 张茜)华业东方玫瑰(论坛 相册 户型 样板间 点评 地图搜索)项目二期在售，均价16500元/平米。项目一周内推出83套特价房，均为二居户型，8月内将推出近60套特价房，特价房源价格每平米下调约1000元，部分较低楼层单价约14500元/平米，项目在售房源户型为开间30平米，一居56-63平米，二居71-88平米，三居126、160平米，毛坯交房，2012年6月入住，70年产权。项目位于通州临河里路与梨园南街交汇处。
    华业东方玫瑰项目位于通州区梨园南街，距临河里地铁站仅400米。项目所在的通州区梨园镇位于通州区南部，连接顺义-通州-亦庄的轻轨S6线、新的北京东站、两个商务区、会展中心区等都将建在通州南部新城，未来通州南部新城是通州发展重点，该项目地位位置优越，具有良好的市场前景，必将成为华业地产(企业专区,旗下楼盘)(企业专区,旗下楼盘)北京的又一个“亮剑”力作。
　　 >>点击了解更对通州区待售新盘
    华业东方玫瑰项目东、北侧为已建成道路，南侧为临河里路东西段。项目周边配套设施齐全：运河奥体公园、梨园文化公园、生 态公园、西海子公园、新城公园提供了休闲养生的场所；家乐福、易初莲花、贵友大厦、白惠福购物中心， 梨园农贸市场方便了周边群众购物；妇幼保健医院、颐年护理院、通州新华医院、北京仁爱门诊为健康生活提供了保障；教育配套有北京小学、史家胡同小学、育才中学、玉桥中学、小街小学、现代音乐学院、北京物资学院。
　　以上信息仅供参考，最终以开发商公布为准。本稿件为新浪乐居独家原创稿件，版权所有，引用或转载请注明出处。
　　订阅会员置业刊 我们将直接把最新的热盘动向发送到您的邮箱
    更多热盘推荐：新锐白领淘低价1-2居 网罗2万内轨道精装房 手握20万咋买板楼2居
网罗城南沿轨优质盘 关注娃娃教育网罗学区房 不足百万元住上通透2居


",3,房产,25,800
爱情测试：你愿为爱退让到哪步(图),"　　独家撰稿：seven　心理测试征稿启事
　　人的一生总要面对许多选择，亲情、友情、爱情有时候难以兼得，真正的爱情往往带有进攻与独占的色彩，当呈现在你面前的爱情要求献祭时，你会做出怎样的选择？咬牙死守寸土不让？还是节节败退丢盔卸甲……
　　(本测试共12道题，5个答案，系统自动计分。仅供娱乐，非专业心理指导。)

",12,星座,17,159
北美网媒曝《暗黑3》明年四季度发售,"　　今天北美的网络媒体MMO Game Site在其网站上登出了一张网络游戏的发售表，其中赫然显示《暗黑破坏神3》的发售日写于2011年第四季度，即10月至12月之间。关于这条消息的真假，暴雪方面尚未发表声明。在其网站上的热点话题除了《暗黑破坏神3》之外还有《星际争霸2》和《魔兽世界：大灾变》，差不多全都是暴雪制作的游戏。
　　另外值得注意的是除了《暗黑破坏神3》的发售日之外，还有一个名叫《星际争霸 凤凰》(英文名：《StarCraft Phoenix》)的新作品，但具体情况不明。说起凤凰和星际，那无外乎就是虫、人、神三族中神族的空中战斗力之一凤凰战机了。也许这部新作品就是要以凤凰战机来作文章的吧？难道说会是一款飞行射击游戏？！大家不妨沉住气静待官方的报导。

",13,游戏,17,335
组图：十一出游怎么穿 教你最IN搭配,"　　导语：十一黄金周马上就要来临，你是否为出游准备好了漂亮衣服呢？7天的黄金周正值秋意盎然的气候，服饰搭配方面既要时尚也要保暖，小编为您推荐15款潮流搭配，赶紧学起来吧！
　　黑色的精致短外套，简约而贴服感觉的小圆领设计，非常的优雅干练，穿着起来非常的显瘦。
　　深咖啡色掉的短外套，轻松而简约的剪裁风格，呈现出干练的感觉，给人以完美的中性韵味。
　　短线条的黑色西装外套，略带收腰的设计风格，非常的显瘦，呈现出非常优雅而干练的帅气造型。
　　黑色的长款风衣外套，打造出非常干练而立体的风衣外形，肩部运用了小肩章的设计，散发出帅气的中性风。

",9,时尚,18,272
体坛周报安然：蓝军稳胆红军防冷 拜仁强势回正路,"　　点击进入：体坛周报安然足彩分析推荐专栏
　　本周六的足彩继续是英德组合，英超中曼联、切尔西两强坐镇主场，而对手的实力与他们都相差不小，博彩公司对这两场比赛的初盘也都开的较深，应当说是作胆的好选择，尤其是切尔西爆冷的可能性几乎为0。阿森纳和利物浦两强客场作战，但是他们的前景却各不相同，阿森纳的对手斯托克各方面都很弱，而且对付这类球队阿森纳很有心得，获胜问题不大。利物浦虽然开局强势，但是做客热刺还是颇有困难，热刺近期状态回勇，而且又更换了教练，还是要防冷门的出现。
　　德甲方面，拜仁主场对阵保级球队比勒菲，克林斯曼的球队正逐步走上正轨，本场也是做胆的选材之一。其他场次中霍芬海和斯图加主场作战优势较大，双选不败应该可以确保过关，而汉堡和沙尔克两强则需要有所防范。意甲中国米已经两场不胜，本轮对阵靠后的雷吉纳是个反弹的良机，虽然要考虑下周中的冠军联赛，但是兵多将广的他们应付起来问题不大。
　　1 曼联vs赫尔城：3
　　2 斯托克vs阿森纳：0
　　3 朴次茅vs维冈：10
　　4 切尔西vs桑德兰 3
　　5 西布朗vs布莱克 10
　　6 米德尔vs西汉姆 30
　　7 热刺vs利物浦 10
　　8 拜仁vs比勒菲 3
　　9 斯图加vs科隆 31
　　10 汉诺威vs汉堡 30
　　11 科特布vs沙尔克 10
　　12 霍芬海vs卡尔斯 31
　　13 不来梅vs赫塔 3

",2,彩票,23,598
卧室的色调应由新娘来搭配(图),"　　催旺男女卧室调情风水
　　Tips: 卧室的色调应由新娘来搭配。热情奔放的新娘应选细腻和表现力丰富的色彩，如米黄色。拘谨恬淡的新娘应选明朗欢快的色彩，如橙色、淡红。与性格相反的颜色会促使新娘全身心地投入性生活，激发调动她平常不轻易流露的丰富情感。

",5,家居,15,127
万科幸福汇首付10万制胜于房山新城,"　　项目结束了，工作一下子变得轻松了许多，于是晚上准时走出了办公楼，驾车驶上了回家的路，想到这段时间对小欣的忽视，心中犹怀一丝愧疚，便想着买份礼物送给小欣，在等红绿灯的间隙，无意间看到了路旁的一抹红，仔细一看，原来是某高中高考的状元榜，OK，有了，就买它了……
　　回到家，小欣正在上网看窦店的地图，我不禁感到无奈与可笑，自从定下了位于窦店的万科幸福汇 (论坛 相册 户型 样板间 点评 地图搜索)的房子，小欣似乎就对窦店，对万科，对幸福汇着迷了，于是我便自觉地充当了小欣的百科全书，让她尽管提问，我一定知无不言，言无不尽。 于是小欣就让我给他介绍一下窦店HMD高端汽车产业基地。其实，这个问题我还是比较感兴趣的，男人嘛，都比较关注车。据我了解，HMD高端汽车产业基地是京西重工联合北京房山国有资产经营有限责任公司、首钢总公司和宝安投资发展有限公司，成功收购美国德尔福悬挂及制动系统核心技术之后，在窦店HMD建设的高端汽车零部件产业基地。该项目是房山区工业发展史上投资量最大、尖端技术含量最高的重点项目。基地建设投产后，将成为京西南重要的汽车工业基地，承接奔驰、宝马、沃尔沃、雪铁龙等国际客户。之后不久，长安汽车集团建设的北京长安汽车项目相继落户HMD。目前，窦店区委已经向北京市委申请将窦店工业基地纳入中关村国家自主创新示范区空间范围，并已过初审。未来，窦店将迎来更多知名企业进驻，带来众多高端人流，同时带动商流、财流、消费流，形成新型高端繁华商业区。因此，万科幸福汇作为窦店的核心楼盘，具备很好的价值挖掘空间。回答完毕之后，小欣思索了一会，然后又问道：“那到现在为止万科幸福汇分别有哪些品牌厂家决定入驻呢？”“让我想想啊，恩，麦当劳、华润万家、君悦汇、好伦哥、北京银行、味多美，恩……还有这个”，这时我把在迪信通买的IPHONE手机拿到了小欣面前，“迪信通，对吧”我得意洋洋，小欣眼睛明显的一亮，我于是继续说道“送给小舅子的，我这个当姐夫的居然把他考上大学的事都忘了，送个手机，算是对他的补偿吧，你不会吃醋吧？”，这时，小欣脸上显现兴奋之色，哧道：“我只喝醋，从不吃醋”，旋即问道：“迪信通买的？”，我点点头，看得出来小欣很高兴，我就知道，给我家小舅子买礼物比给小欣买礼物更得她的心。
　　其实，对于我们来说，幸福真的很简单，那就是跟相爱的人共度一生。所以，对于家，我们没有奢侈的要求，只想它能让我们安心的生活一辈子。万科幸福汇，让我们找到了属于梦想的家园，也让简单的幸福在我们左右渐渐升华。
我要评论

",3,房产,17,1055
缅甸新首都开设现代多功能购物中心(图),"　　新华网内比都8月16日电 首家具有现代多功能的购物中心“JUNCTION CENTRE－NAY PYI TAW”16日在缅甸新首都内比都正式开业，购物中心由华人公司——金山发展公司经营。
　　缅甸国家和平与发展委员会第一秘书长丁昂敏乌上将、缅甸宣传部长觉山准将等多位官员出席购物中心开业典礼并剪彩。
　　金山发展公司总裁李松枝先生介绍说，在JUNCTION CENTRE－NAY PYI TAW不仅可以购物消费，还可以娱乐健身，中心内设有餐馆、咖啡店，还有可容纳200人的现代微型剧场。
　　金山公司在仰光开有2家JUNCTION CENTRE购物中心。该公司是一家在缅甸有影响力的经营多种行业业务的华人公司。

",10,时政,19,309
动漫改编《游戏书DS钢壳的雷吉奥斯》,"　　BROCCOLI将于2010年1月28日发售NDS平台电子小说类游戏《游戏书DS 钢壳的雷吉奥斯》(ゲ?ムブックDS ??のレギオス)。
　　本作是NDS上游戏电子小说系列《游戏书》的第二款作品，这次将收录人气动画《钢壳的雷吉奥斯》，玩家扮演主人公雷冯，前往解决各种各样的事件。
　　本作需要玩家把NDS纵向摆放来进行游戏，游戏有画面显示文字内容，左画面显示角色以及事件画面，游戏设有对特定词语进行解决的功能，另外游戏的战斗部分将通过骰子进行。
　　故事简介
　　在遥远的时间尽头，世界受到大规模污染之后，大地被新的主宰污染兽所占领，将人类逼至濒临灭绝的窘境。幸存的人类在远古炼金术师遗留下的自律型移动都市中生活。这些移动都市各自拥有自己独立意识及功能，有专属交通的都市也有专属教育类的学院都市。
　　赌上各自的存亡，都市与都市之间被操控着进行战争。还有能够覆盖天地的巨大怪物“污染兽”群。少年少女们为了保护自己的都市，使用超能力“刭”不断进行战斗。
　　故事就发生于无数都市中的其中一个学院都市洁尔尼，在新生入学仪式上，由两个敌对都市的学生引发的骚乱险些造成踩踏事故；在混乱之中，来自于枪壳都市古莲达的普通教育系新生雷弗救下了一名少女。由此，被学生会长以学费全免为条件由一般教育系转入了武技系，并被招入了刚成立不久的都市护卫第十七小队中。
　　不过这个“第十七小队”却是个不得了的“堕落部队”。率领整个小队的队长尼娜是个不顾周围的人和状况一昧向前猛冲的少女尼娜，还有沉默的少女菲莉、没有干劲的男人夏尼德、被这些超有个性的“第十七小队”包围着，雷弗开始了全新的学园生活。 然而，除了学生会长以外，并没有人知道这位来自钢壳都市古莲达的少年有着怎样的过去，他那曾经背负的作为武者的最高荣誉以及污名。

",13,游戏,18,751
12星座本周精彩运势,"　　本周12星座会有怎样的精彩运势呢？赶快点击查看属于你自己的精彩本周运势吧！
　

",12,星座,10,43
盘点娱乐圈清纯女星的性感蜕变(组图),"　　导语：刚出道时候，很多女星都是清纯的，那份天真无邪是无法模仿的，即使叫她们退去浓妆，也不是当初的那个样子了，岁月在她们身上留下了更多的是女人味，成熟而性感，下面就让我们来看看有哪些女明星已经清纯不再了呢？
　　阿娇
　　自从阿娇出了“艳照门”这事儿后，大家再也无法把她跟以前的清纯画上等号，她也没办法再伪装下去，只能说以前也是公司给定位的，自己也是没有办法之类推脱的话。
　　梁咏琪
　　很多年了，她都稳坐着玉女的宝座，娱乐圈能称为美女的比比皆是，而能称为玉女的就凤毛麟角了！梁咏琪也是越穿越少，早已变成走成熟路线的女人了。
　　霍思燕
　　忘不了霍思燕《贫嘴张大民的幸福生活》中沉默寡言的小妹，同样接受《我要成名》中的女一号，霍思燕的跨度真是大啊。 
　　高圆圆
　　从前那个清纯的广告女孩儿，脸上还长着青春痘，就红遍了大江南北，如今早已是当妈的年龄了，变得性感成熟也是理所当然。

",9,时尚,18,395
图文：海狮闯入警用船只驾驶室“掌舵”,"　　2009年7月3日消息，一只“狡猾”的海狮日前被摄像头捕捉到试图“劫持”一艘警用船只。它在加州纽波特港“驾驶”船只袭击了一个小男孩，海港巡逻人员使用了好多手段都不见效，后来用一根链子将船只拖上来才算抓住这个可恶的家伙！

",8,社会,18,113
欧佩克考虑进一步减产 刹住油价跌势,"　　⊙本报综合报道 
　　欧佩克轮值主席、阿尔及利亚能源和矿业部长沙基卜·哈利勒8日表示，如果欧佩克10月宣布的减产计划无法停止油价跌势，欧佩克成员国将进行新一轮减产。哈利勒说，11月底欧佩克将公布成员国10月达成的150万桶日减产计划的执行情况。欧佩克希望借助减产使油价止跌回升，并维持在石油输出国和进口国都能够接受的水平上。欧佩克年度峰会将于12月17日在阿尔及利亚西部城市奥兰举行。
　　哈利勒认为，油价的合理区间应该是“每桶70美元至90美元”。但他同时指出，美国和欧洲经济陷入衰退必然使石油需求下降。欧佩克成员国将很有可能再次减产以保证至少到2009年初的供需平衡。
　　上周油价一直徘徊在每桶60美元左右。7日纽约商品交易所12月份交货的轻质原油期货收于每桶65．30美元。但隔夜电子盘交易原油期货价格19个月以来首次降至每桶60美元以下。
　　全球经济低迷持续压低油价之际，国际能源署(IEA)日前在其发表的年度报告中表示，未来几年中，世界能源领域将面临越来越多的不明朗因素以及不断增加的生产成本。“油价最近出现的大幅下跌局面不会长久，目前全球的能源供应和消费趋势显然无法长期维持。”IEA在报告中表示。
　　IEA在报告中并没有将目光仅局限于眼下的全球经济萧条，它预计，只要世界能源需求出现回升，石油供应将再度趋紧。该机构的结论是，油价在2030年以前有可能突破每桶200美元。
　　IEA在报告中指出，为了使不断增长的能源需求不至于因能源基础设施老化而得不到满足，能源企业从现在到2030年期间须投资26万亿美元以上，其中略超过半数的资金将用于增加发电和电力分销能力。其余的大部分资金将用于新油田的勘探和开发，未来几十年中石油仍将是世界的基础能源。原油需求的增加和现有油田产量的下降将要求石油公司在未来22年中增加6400万桶的原油日生产能力，这相当于沙特阿拉伯目前原油日产量的6倍多。
    相关报道：
    欧佩克轮值主席称不排除再次减产原油可能
    欧佩克油价跌破每桶60美元
    国际油价创19个月新低
    国际油价短期难反弹对中国是利好
    国际原油价格追问底在何方
    IEA预警：油价将轻易涨回100美元/桶
    国际油价暴跌 国内油价为何迟迟不降

",1,财经,17,956
基金看多黄金 商品则震荡偏弱,"　　本周，黄金表现强劲，而大宗商品市场普遍震荡回落，主要是投机基金多单流入商品市场步伐放缓，看多资金动力衰减，市场的观望情绪比较重。从CFTC公布的持仓看，截至7月26日，我们统计的与国内期货市场联动紧密的7大品种(美豆、美豆油、美原油、美黄金、美精铜、ICE棉花、NYOBT11号原糖)的投机基金多单总和增加1.37万手，报119.43万手，约1100亿美元，环比增加29.73亿。空单减少1.63万手，报42.01万手，约357.97亿美元，环比减少15.83亿美元；净多持仓增加3万手，报77.41万，约742.07亿美元，环比增加45.57亿美元。
　　黄金表现非常抢眼，进入8月以来纽约黄金期货已涨至1660美元上方。黄金上涨，主要原因是市场炒作欧债、美国债务上限提高及韩国央行购买25吨黄金作为储备等因素而导致避险资金大量买入。从CFTC的持仓看，上周，黄金投机基金多单增加981手，空单减少15339手，净多单增加16320手。ETF持仓上，截至8月4日，持仓1286.3吨，比6月底增加78.07吨。特别是7月底以来，ETF大幅增持黄金。
　　其他大宗商品方面，有色金属、农产品、软商品都出现了回落，从持仓看，投机基金对上述商品的买入明显放缓。白糖空单大减导致净多增加，多单增加不明显。原油、大豆、棉花、铜的净多仅少量增加。大宗商品市场净多的增幅缩减显示“投机”因素在减弱，市场的风险偏好也在减弱。美元方面，美元空单和多单都大增，但空单增加更多，基金比较看空美元。
　　逻辑上，我们依然应该遵循市场一个最基本的原理：量价配合！如果量价配合，那么价格趋势延续的可能性将很大，如果量价不配合，那么价格发生扭转的可能性增大。机会方面，关注黄金的上涨机会和农产品，白糖，铜，原油后期下跌机会。
　　(CIS)

",1,财经,14,760
三个星期的极速饮食瘦身减肥法,"　　	导语：很多人都试图坚持长时间的减肥方法，而某些人却想实现快速减肥。通常他们是为了某些特别的场合才想到要快速减肥，比如说婚礼、同学聚会或者类似的场合。对于这类人，通过一些简单的提示，在三个星期内就能减少13到18斤。
　　	尝试习惯健康的生活方式。
　　这一点完全取决于您——您能决定您自己要过上怎样的生活。如果您改变了您现时的生活方式，比如说每个清晨散散步，您或许就能恢复理想体型并且您的整体健康都能有一个很好的改善。改变的您的生活方式并不意味着要完全舍弃您最爱的食物，但起码要去控制它们。小心谨慎地选择含较少脂肪和糖分的食物。另外，切记健康的零食虽然健康，但却不会帮助您减肥，最多只会使您全身心都感觉健康了，不那么糟糕了。比如说，当您早上喝早茶吃饼干的时候，试着用口味清淡的低糖的奶酪代替您最喜爱的全脂乳酪吧。
　　	尝试每天吃5～6餐的小餐，代替2～3餐丰盛的大餐。
　　这些小餐应以大量的蔬菜为主，配以含蛋白质的食物如瘦肉、家禽肉、鱼类、大豆类、豆腐、酸奶或者鸡蛋，还要配上粗粮如糙米饭、什锦粗粮、全谷麦片、面包或者面食。一旦您成功地适应了这样的小餐，您就能获得强壮身体所必需的营养物质，并且能把您身体的多余热量通通吃走。
　　	我们重点推荐蔬菜和水果。
　　为什么呢？因为它们富含纤维素能使您有长时间的腹饱感。如果您极度厌恶蔬菜，那么您必须摄取维他命补充剂来代替蔬菜的营养。要知道，没有任何一种新鲜的食物能比蔬菜更具有这么多的营养。如果您坚持尝试，比如说加点调味料使蔬菜更容易入口，或许您就会开始爱上它了。
　　	为了实现在三个星期内快速减肥，撰写食物日记是必须的。
　　这就是要记录每天您都吃了什么和喝了什么。这些记录是很有帮助的，因为它会帮助您清晰地了解到您身体多余的热量是从何而来的。调查发现坚持记录食物日志的人往往最终能得到理想体重，而不坚持的人则只能减少他们预期目标重量的一半。

",9,时尚,14,803
7.5万打造样板间般的商务两居(组图)(3),"　　客厅设计：投影的运用让自己在家里感受影院的震撼气氛。
　　客厅设计：投影的运用让自己在家里感受影院的震撼气氛。

",5,家居,22,59
Wan71《英雄远征》顶级装备 橙装合成,"　　高级精致的装备对每一个游戏玩家来说都是至关重要的，随着玩家等级的升高，装备的等级的提升也是势在必行的。Wan71《英雄远征》中的橙装合成系统可以让玩家合成自己想要的橙装。
　　打开锻造-装备合成面板，下方2格须为同套的橙装。上方一格中的装备决定合成套件的装备部位以及品质，颜色须为紫色。放入装备符合要求则可合成一件新装备。比如说，下方两格放入橙色【无双逐风巾】【无双逐风履】，上方一格放入一件精良紫色以上品质的上衣。则可合成精良的紫色【无双逐风甲】。
　　玩家需要注意的是合成的三件装备中若存在绑定装备，合成后的装备为绑定。橙装合成后强化会重置为0。
　　Wan71《英雄远征》是一款以秦、楚、汉为时代背景的即时战斗网页游戏，集策略、冒险、探险等多种游戏元素为一体。游戏采用目前世界顶尖技术可以同时满足万人在线；游戏画面精美，极具时代感，方便快捷的战斗系统让您极易上手；技能超炫、PK超爽、热血攻城、神秘副本等让玩家充分体验秦、楚、汉时期的乱世震撼！
　　wan71《英雄远征》官网： http://yxyz.wan71.com/  
　　齐游网页游戏平台： http://www.wan71.com/

",13,游戏,20,505
